cve_id,published,years_since_published,cvss_score,severity,references_count,weaknesses_count,has_windows,has_linux,has_android,os_count,description_text,risk_score
CVE-2025-9700,2025-08-30 18:15:33.257,0.24,7.3,HIGH,6,1,0,0,0,0,flaw has been found sourcecodester online book store issue affects some unknown processing file publisher list php manipulation argument pubid causes sql injection possible initiate attack remotely exploit has been published may used,73.0
CVE-2025-9701,2025-08-30 18:15:33.530,0.24,7.3,HIGH,6,1,0,0,0,0,vulnerability determined sourcecodester simple cafe billing system impacted element unknown function file receipt php executing manipulation argument id can lead sql injection attack can launched remotely exploit has been publicly disclosed may utilized,73.0
CVE-2025-9702,2025-08-30 19:15:36.513,0.24,7.3,HIGH,6,1,0,0,0,0,vulnerability identified sourcecodester simple cafe billing system affects unknown function file sales report php manipulation argument month leads sql injection attack may initiated remotely exploit publicly available might used,73.0
CVE-2025-9704,2025-08-30 20:15:33.120,0.24,7.3,HIGH,6,1,0,0,0,0,security flaw has been discovered sourcecodester water billing system impacts unknown function file viewbill php manipulation argument id results sql injection attack may launched remotely exploit has been public may exploited,73.0
CVE-2025-9705,2025-08-30 21:15:35.153,0.24,7.3,HIGH,6,1,0,0,0,0,weakness has been identified sourcecodester water billing system affected unknown function file paybill php manipulation argument id causes sql injection remote exploitation attack possible exploit has been made available public could exploited,73.0
CVE-2025-9706,2025-08-30 22:15:33.360,0.24,7.3,HIGH,6,1,0,0,0,0,security vulnerability has been detected sourcecodester water billing system affected vulnerability unknown functionality file edit php such manipulation argument id leads sql injection attack can executed remotely exploit has been disclosed publicly may used,73.0
CVE-2025-9715,2025-08-31 01:15:39.973,0.24,3.5,LOW,9,1,0,0,0,0,vulnerability found o2oa up affected unknown function file cms assemble control jaxrs script component personal profile page manipulation argument name alias description results cross site scripting attack can launched remotely exploit has been made public could used vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9716,2025-08-31 05:15:33.617,0.24,3.5,LOW,9,1,0,0,0,0,vulnerability determined o2oa up affected vulnerability unknown functionality file processplatform assemble designer jaxrs form component personal profile page manipulation argument name alias description causes cross site scripting attack may initiated remotely exploit has been publicly disclosed may utilized vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9717,2025-08-31 05:15:33.907,0.24,3.5,LOW,7,1,0,0,0,0,vulnerability identified o2oa up affected issue some unknown functionality file organization assemble control jaxrs unit component personal profile page such manipulation argument name shortname distinguishedname pinyin pinyininitial levelname leads cross site scripting attack may launched remotely exploit publicly available might used,35.0
CVE-2025-9718,2025-08-31 06:15:32.150,0.24,3.5,LOW,9,1,0,0,0,0,security flaw has been discovered o2oa up affects unknown part file processplatform assemble designer jaxrs process component personal profile page performing manipulation argument name alias results cross site scripting remote exploitation attack possible exploit has been public may exploited vendor replied github issue translated simplified chinese issue will fixed new,35.0
CVE-2025-9719,2025-08-31 06:15:32.520,0.24,3.5,LOW,7,1,0,0,0,0,weakness has been identified o2oa up vulnerability affects unknown code file processplatform assemble designer jaxrs script component personal profile page executing manipulation argument name alias description applicationname can lead cross site scripting attack can executed remotely exploit has been made available public could exploited,35.0
CVE-2025-9720,2025-08-31 07:15:32.643,0.24,3.5,LOW,4,1,0,0,0,0,vulnerability detected portabilis educar up impacted unknown function file module tabelaarredondamento edit component cadastrar tabela de arredondamento page manipulation argument nome results cross site scripting attack may performed remote location exploit now public may used,35.0
CVE-2025-9721,2025-08-31 08:15:35.167,0.24,3.5,LOW,4,1,0,0,0,0,flaw has been found portabilis educar up affected element unknown function file module formulamedia edit manipulation argument nome formulamedia causes cross site scripting possible initiate attack remotely exploit has been published may used,35.0
CVE-2025-9722,2025-08-31 08:15:35.407,0.24,3.5,LOW,4,1,0,0,0,0,vulnerability has been found portabilis educar up impacted element unknown function file intranet educar tipo ocorrencia disciplinar cad php such manipulation argument nm tipo descricao leads cross site scripting possible launch attack remotely exploit has been disclosed public may used,35.0
CVE-2025-9723,2025-08-31 09:15:33.913,0.24,3.5,LOW,4,1,0,0,0,0,vulnerability found portabilis educar up affects unknown function file intranet educar tipo regime cad php performing manipulation argument nm tipo results cross site scripting attack can initiated remotely exploit has been made public could used,35.0
CVE-2025-9724,2025-08-31 10:15:33.447,0.24,3.5,LOW,4,1,0,0,0,0,vulnerability determined portabilis educar up impacts unknown function file intranet educar nivel ensino cad php executing manipulation argument nm nivel descricao can lead cross site scripting attack can launched remotely exploit has been publicly disclosed may utilized,35.0
CVE-2025-9725,2025-08-31 10:15:34.550,0.24,2.5,LOW,7,1,0,0,0,0,vulnerability identified cudy lt500e up affected unknown function file squashfs root etc shadow component web interface manipulation leads use hard coded password attack must carried out locally attack complexity rated high exploitability told difficult exploit publicly available might used upgrading able address issue recommended upgrade affected component vendor explains he firmware does store default password admin password has been deprecated since lt500e firmware no longer used lt500e does not have administrator password set default new password least characters must manually created upon first login web management page,25.0
CVE-2025-9726,2025-08-31 11:15:34.870,0.24,7.3,HIGH,6,1,0,0,0,0,security flaw has been discovered campcodes farm management system affected vulnerability unknown functionality file review php manipulation argument pid results sql injection attack may launched remotely exploit has been public may exploited,73.0
CVE-2025-9727,2025-08-31 12:15:32.823,0.24,6.3,MEDIUM,5,1,0,0,0,0,weakness has been identified link dir 816l 206b01 affected issue function soapcgi main file soap cgi manipulation argument service causes os command injection remote exploitation attack possible exploit has been made available public could exploited vulnerability only affects products no longer supported maintainer,63.0
CVE-2025-9728,2025-08-31 12:15:33.120,0.24,4.3,MEDIUM,8,1,0,0,0,0,security vulnerability has been detected givanz vvveb affects unknown part file app template user login tpl such manipulation argument email password leads cross site scripting attack can executed remotely name patch bbd4c42c66ab818142240348173a669d1d2537fe applying patch advised resolve issue,43.0
CVE-2025-9729,2025-08-31 13:15:32.453,0.24,7.3,HIGH,6,1,0,0,0,0,vulnerability detected phpgurukul online course registration vulnerability affects unknown code file admin student registration php performing manipulation argument studentname results sql injection attack possible carried out remotely exploit now public may used,73.0
CVE-2025-9730,2025-08-31 13:15:32.720,0.24,7.3,HIGH,6,1,0,0,0,0,vulnerability found itsourcecode apartment management system affected element unknown function file ajax updateprofile php manipulation argument user id results sql injection possible launch attack remotely exploit has been made public could used,73.0
CVE-2025-9731,2025-08-31 14:15:31.413,0.24,2.5,LOW,6,1,0,0,0,0,vulnerability determined tenda ac9 impacted element unknown function file etc ro shadow component administrative interface manipulation causes hard coded credentials possible launch attack local host attack complexity rated high exploitability regarded difficult exploit has been publicly disclosed may utilized,25.0
CVE-2025-9732,2025-08-31 14:15:32.220,0.24,5.3,MEDIUM,5,1,0,0,0,0,vulnerability identified dcmtk up affects unknown function library dcmimage include dcmtk dcmimage diybrpxt component dcm2img such manipulation leads memory corruption local access required approach attack name patch 7ad81d69b best practice apply patch resolve issue,53.0
